Track ID,Title,Album,Artist,BPM,Comment,Composer,Genre,Grouping,ISRC,Lyrics,ProNumber,Release Date,Year,External ID,Tag category: Mood/feel,Tag category: Lyric themes,Tag category: Tempo,Tag category: Instrument,Tag category: Vocals,Tag category: Genre,Tag category: Type,Internal comment,Client comment,track_formats,Track created,mp3_url,Duration,Writer 1 Name,Writer 1 Percentage,Writer 1 PRO,Writer 1 Publisher,Writer 2 Name,Writer 2 Percentage,Writer 2 PRO,Writer 2 Publisher,Writer 3 Name,Writer 3 Percentage,Writer 3 PRO,Writer 3 Publisher,Writer 4 Name,Writer 4 Percentage,Writer 4 PRO,Writer 4 Publisher
120388422,THE CEMETERY STOMP - INSTRO,TV/Film,G Putnam Music,82,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Youth,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00081,,848819778,,,,"Upbeat, Swagger, Positive, Cool, Confident, Catchy, Bright, Atmospheric","Holiday, Children",Midtempo,"Synth, Strings, Percussion, Orchestral, Horns, Bass",Male vocal,"World, Rock, Dance, Ambient","Recognizable, One stop, Mainstream, Easy-clear",,,"wav,mp3",2024-05-07 22:27:17.068169+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/7cfdb15e-5f8e-4f5d-bf91-55810b72c7ad.mp3?response-content-disposition=attachment%3B%20filename%3D%22120388422.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=ka3%2BbydHSFSbFCwocciOT8iO6n0%3D&Expires=1767994983,0:02:15,Gregory D Putnam,50,ASCAP,G Putnam Music,Erik William Nelson,50,ASCAP,ERSHKINSONGS,,,,,,,,
121109797,COME BACK - SS,Dealin' Feelin',Reed,99,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,"Country, Pop ",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00107,"You‘re so far away
You might as well be Venus 
Looked for you today, but 
Somethin’ stands between us n’ 
I can’t see through
Can’t see past
Can’t see you n’
I can’t last
Come back - come back
Come back - come back 
I can make it right 
Come back - come back 
Look into my eyes
I’ve changed inside 
No act - no lie 
Baby, come back
Was it somethin’ I said 
Or somethin’ I did
Was it even ‘bout me or 
Was it 'bout him n’
You can’t see through
Can’t see past
The way I was
The way I’d act
Come back, baby, come back
Come back - come back 
I can make it right 
Come back - come back 
Look into my eyes
I’ve changed inside 
No act - no lie 
Baby, come back
Whoa whoa whoa 
Whoa whoa whoa 
I’ve changed inside 
No act - no lie 
Baby, come back
Take a look at me 
Baby, I’m changed 
Won’t take you so long 
To see the ways
I’m the man you thought I was 
Back when we fell in love 
That’s how I’ll stay
Is there any way?
Come back, baby, please... 
Baby please?
Come back - come back 
I can make it right 
Come back - come back 
Look into my eyes
I’ve changed inside 
No act - no lie 
Baby, come back
Whoa whoa whoa 
Whoa whoa whoa 
I’ve changed inside 
No act - no lies 
Baby, come back",911309819,,2024,,"Uplifting, Upbeat, Rhythmic, Retro, Positive, Hopeful, Fun, Confident, Catchy, Bright, Anthemic","Searching, Power, Love, Hope, Happiness, Destiny, Change, Can do, Better, Longing, New beginning, Regret, Relationship, Strength, Struggle",Uptempo,"Electric guitar, Drums, Bass, Acoustic guitar","Male vocal, Background vocals","Rock, Pop, Indie","One stop, Mainstream, Easy-clear",,,mp3,2024-05-13 22:26:35.230656+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/396c34d3-6665-43ab-aaf7-1bffe52cca43.mp3?response-content-disposition=attachment%3B%20filename%3D%22121109797.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=PX%2Bjp1y0xc0SNbYALmG0Kie4Y%2BU%3D&Expires=1767994983,0:02:59,Gregory D Putnam,50,ASCAP,G Putnam Music,Erik William Nelson,50,ASCAP,ERSHKINSONGS,,,,,,,,
121721707,YOUR HEART POUNDIN',Lovin’ Loving,KLEIGH,124,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,Alt Rock/Singer-Songwriter,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-23-00023,"What do you think about standin' alone each day
Do any of the words I've said make their way to your brain
To places where feelin's range like wild horses
Runnin' free of fences - runnin' with the power of a train
I'm soakin' soggy sloppy - my body's wet as it can get n'
I don't see no way out (yet)
My head spins - I see you again n' again' 
Then I wake up in sweat 
Poundin' - soundin' in my head
I can't get out thoughts comin' in 
Wantin' you wantin' me wantin' to be in your bed
Why do my thoughts seem to end
When I feel your heart poundin'? (oh yeah)
What do you think about layin' alone each night?
Where do you thoughts go? Do some make you cry?
Last time I saw you I couldn't say anything right
Now we're apart - lyin' awake in the same pain...I'm dreamin'
(oh, I'm Screamin' (yeah)
I'm soakin' soggy sloppy - my body's wet as it can get n'
I don't see no way out yet
My head spins - I see you again n' again' n'
I wake up in sweat 
Poundin' - soundin' in my head
Can't get out thoughts comin' in 
Wantin' you wantin' me wantin' to be in your bed 
Why do my thoughts seem to end
When I feel your heart poundin' (oh yeah)
Steamin' - dreamin' - I'm screamin' - out your name 
Flyin' face to the wind - not carin' where or when
All ya' gotta do is say my name 
When it pours, I'll stop the rain
I'm soakin' soggy sloppy - my body's wet as it can get n'
I don't see no way out yet
My head spins - I see you again n' again' n'
I wake up in sweat 
Poundin' - soundin' in my head
I can't get out thoughts comin' in 
Wantin' you wantin' me wantin' to be in your bed
Why do my thoughts seem to end
When I feel your heart poundin'
 When I feel your heart poundin'
I can't get out thoughts comin' in 
Wantin' you wantin' me wantin' to be in your bed 
Why do my thoughts always end
When I feel your heart poundin'
Your heart poundin’
Your heart poundin’
Love how that’s soundin’",922454349,,2025,,"Sexy, Hopeful, Emotive, Dreamy, Dark, Confident, Building, Bright, Edgy","Together, Temptation, Love, Individuality, Hope, Happiness, Empowerment, Desire, Optimistic, Connection, Escape, Longing, Struggle","Uptempo, Midtempo","Synth, Piano, Percussion, Electric guitar, Drums, Bass, Keyboard",Male vocal,"Singer/songwriter, Rock, Indie, Alt Rock","One stop, Mainstream, Demo",,,"wav,mp3",2024-05-19 15:57:00.820724+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/397f2b10-6e31-45c5-9f7c-5c7019e7df01.mp3?response-content-disposition=attachment%3B%20filename%3D%22121721707.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=CVRMOpf2UQO0wrCWKim3AIPD3RI%3D&Expires=1767994983,0:02:50,Clayton Michael Gunn,50,ASCAP,G Putnam Music,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
121721708,FRIEND LIKE YOU,Still Walking,KLEIGH,94,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,Alt Rock/Singer-Songwriter/Minimal,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-25-00600,"Had wolves circlin' 'round me
Like I was somethin' to tear... up (was)
Wonderin' if I'd even be enough (for 'em) 
You know, that kind'a thoughts (You)
Came to my aid - Led me away 
Feel saved n' amazed  - been repaid (see)
Best friends come through - on cue (too)
There's no pretend-----with a friend like you 
Look  up at the night's light
One special star's shines - always bright
Even on the darkest night (might)
Lose sight but the twinkle's fine
Came to my aid - Led me away 
Feel saved n' amazed - been repaid (see)
Best friends come through -  on cue (too)
There's no pretend-----with a friend like you 
'Long comes your hand like it was planned
Right on time - swung from a vine
Unafraid - in a cape  
Steady - ready - deft--ly 
Came to my aid - Led me away 
Feel saved n' amazed - been repaid (see)
Best friends come through -  on cue (too)
There's no pretend-----with a friend like you 
Came to my aid - Led me away
Came to my aid - Led me away
Came to my aid - Led me away 

",925435956,,2025,,"Uplifting, Reflective, Positive, Moody, Minimal, Hopeful, Gritty, Emotive, Dreamy, Building, Edgy, Connected","Together, Survival, Friendship, Inspirational, Confidence, Connection, Gratitude, Identity, Nostalgia, Relationship, Strength, Caring, Grounded, Belonging, Fiercely Loyal, SINCERE, DEPENDABLE, ALL-IN","Uptempo, Midtempo",Piano,Male vocal,"Singer/songwriter, Indie, Alt Rock","One stop, Mainstream, Demo",,,"wav,mp3",2024-05-19 15:57:48.685446+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/66eee39a-a4b5-4c43-adf1-4342c65d9843.mp3?response-content-disposition=attachment%3B%20filename%3D%22121721708.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=HDtiMylRgVC6siVwx4LkLWnlx%2Bo%3D&Expires=1767994983,0:02:48,Gregory D Putnam,50,ASCAP,G Putnam Music,Clayton Michael Gunn,50,ASCAP,G Putnam Music,,,,,,,,
121721711,LOVE RENEWS,Still Walking,KLEIGH,116,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,Alt Rock/SInger-Songwriter,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00388,"I keep wond’rin’ about us two
How to do more for you
See, I’ve made mistakes all along n'
Fightin’ through made us strong n'
Life moves on n' before so long
We win or we lose as we choose 
Like we knew the clues 
Few do 
You say love is forever (so)
What else can we truly treasure
Times come n’ we either grow (or)
Dreams get lost - hot turns cold
So tell the pain NO
Let the tears flow 
Yeah, hurt dulls
Try lettin' go n' know 
Love gets us through 
Love renews
Sometimes I go-to-the water
Get my thoughts softer 
Sit n’ watch the waves flow 
Passin' with each LONG roll 
Like -- time --- waves seem slow
Yet they crash – no lookin’ back 
Enjoy the ride 
Take pride!
You say love is forever (so)
What else can we truly treasure
Times come n’ we either grow (or)
Dreams get lost - hot turns cold
So tell the pain NO
Let the tears flow 
Yeah, any hurt dulls
Try lettin' go - know
Love gets us through 
Love renews
Love don’t need words
Love don’t need great minds
Love just needs an avenue
Maybe baby, love needs me n’ you
You say love lives forever (so)
What else can we really treasure
Times come n’ we either grow (or)
Dreams get lost or get old 
So tell the pain NO
Let the tears flow 
Yeah, any hurt dulls
Try lettin' go n' know 
Love gets us through 
Love rescues (yeah)
It's true
Love renews...",922854161,,2025,,"Warm, Uplifting, Reflective, Powerful, Positive, Moody, Minimal, Emotive, Dark, Cool, Confident, Building","Winning, Survival, Love, Individuality, Empowerment, Carry on, Better, Beautiful, Confidence, Identity, New beginning, Nostalgia, Pain, Strength, Success","Uptempo, Midtempo",Piano,Male vocal,"Singer/songwriter, Indie, Alt Rock","One stop, Mainstream, Easy-clear, Demo",,,"wav,mp3",2024-05-19 15:58:56.179078+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/ab0d8141-85fd-4cfc-bb06-4c9a772d43e8.mp3?response-content-disposition=attachment%3B%20filename%3D%22121721711.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=UIpqJZ4EE7tSx8%2FhfVRULWwIDi8%3D&Expires=1767994983,0:03:28,Clayton Michael Gunn,50,ASCAP,G Putnam Music,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
121721728,ALONE WITH YOU,Go for the Heart,KLEIGH,76,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,Singer-Songwriter/Alt Rock/MINIMAL,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00641,"I think about how I spend my days
Where do I go? What do I say?
To whom do I confess? 
Hard to look at myself
When I see others I guess
As they come into view
Who's safe - who's cool (that's)
My way to tune in who
I’ll get close to
When I'm around ev'ryone else 
It's like I'm livin' ---- pitchin'----
My life -- into their wishin' wells 
Want space - not crowds - now
I just wanna be alone 
I wanna be alone 
I wanna be alone...with you 
On my own far too long 
Life was cold n' way - too calm  (then)
We met n' went n' fell in love
Brought thoughts n' what ifs  
Dreams n' fears bring cliffs n' zeniths
Alone with memories 
Lookin' back, I believe (felt)
Like them versus me
...So I tarry 
When I'm around ev'ryone else 
It's like I'm livin' ---- pitchin'----
My life -- into their wishin' wells
Want space - not crowds – not now
I just wanna be alone 
I wanna be alone 
I wanna be alone...with you 
Other folks are great (okay)
I'm ready to get out of their way
If you're with me - you get me 
So stay...let's play 
When I'm around ev'ryone else 
It's like I'm livin' ---- pitchin'----
My life -- into their wishin' wells 
Want space - not crowds – not now
I just wanna be alone 
I wanna be alone 
I wanna be alone...with you 
Yeah
I wanna be alone...with you (yeah)
Yeah
I wanna be alone...with you (yeah)(mmm)
... with …. you


",924504839,,2025,,"Emotive, Dreamy, Confident, Building, Edgy","Together, Survival, Love, Individuality, Good times, Desire, Connection, Escape, Gratitude, Relationship, Romance, Strength, Struggle, Belonging, Aversion, Avoidance, SINCERE, AFFECTIONATE","Slow, Uptempo",Piano,Male vocal,"Singer/songwriter, Alt Rock","One stop, Mainstream, Demo",,,"wav,mp3",2024-05-19 16:01:58.968308+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/d27e647f-8880-4074-b5bd-c4ab250f008c.mp3?response-content-disposition=attachment%3B%20filename%3D%22121721728.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=nJqUuSd5Piy2cdcNLO4LlNqmKyA%3D&Expires=1767994983,0:03:16,Gregory D Putnam,50,ASCAP,G Putnam Music,Clayton Michael Gunn,50,ASCAP,G Putnam Music,,,,,,,,
122288606,MERRY CHRISTMAS ALL YEAR,Christmas,Alexa,86,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (34%) ASCAP Erik Nelson (33%) ASCAP Faamanatuina Visinia (33%) ASCAP,Christmas,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00319,"Kissin’ under the Mistletoe 
Makin’ angels in the snow 
It would be so incredible
If I could really marry Christmas all year 
Curlin up by the fire place
Givin’ gifts meant to amaze 
Every day would be a holiday 
If I could really marry Christmas all year 
That jolly feeling I get, when it comes around 
I deck the halls and count the, 12 days down 
Yeah I get butterflies waiting to see
What kind of goodies I get underneath the tree 
Kissin’ under the Mistletoe 
Makin’ angels in the snow 
It would be so incredible
If I could really marry Christmas all year 
Curlin up by the fire place
Givin’ gifts meant to amaze 
Every day would be a holiday 
If I could really marry Christmas all year 
Falalalalaaah 2X
Bells would ring (pause)
Dream of what each new day brings
I'd be much happier If I could marry Christmas all year 
Kissin’ under the Mistletoe 
Makin’ angels in the snow 
It would be so incredible
If I could really marry Christmas all year 
Curlin up by the fire place
Givin’ gifts meant to amaze 
Every day would be a holiday 
If I could really marry Christmas all year",,,2023,,"Upbeat, Sexy, Rhythmic, Moody, Cool, Confident, Catchy, Bright","Youth, Together, Love, Holiday, Happiness, Good times, Family, Christmas, Beautiful, heartfelt, Celebration, Fun, Nostalgia",Midtempo,"Synth, Percussion, Bass",Female vocal,"Pop, Electronic","One stop, Mainstream, Easy-clear, Demo",,,"wav,mp3",2024-05-24 15:55:15.615560+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/44ddfb89-ebfb-4602-8683-6d8e9485c722.mp3?response-content-disposition=attachment%3B%20filename%3D%22122288606.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=WHhrvVfeBu6xizad1jEuJq8Pr20%3D&Expires=1767994983,0:02:27,Gregory D Putnam,100,ASCAP,G Putnam Music,,,,,,,,,,,,
123174367,WITHOUT A SOUL,We’re Better than This,KLEIGH,65,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,"Alt Rock, Singer-Songwriter",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00638,"Without a Soul. ©2024 gunn/putnam

V1
So many things happen so easily -- in our world
Snap your fingers - presto – there you go
Get what you want --- prayer answered  
Winner takes all – you better know 
Big diff’rence between cool n’ cold_

Ch1
His bankbook’s grown full – his time’s in a race
Can’t really feel love but knows it has its place
His heart’s on empty n’ where’s that he’s gettin’?
Greed must be temptin’ but The Gates don’t take gold 
So - it’s like goin’ to church……without a soul
Without a soul

V2
Chasin' fast cash n’ run with fast girls – life's blessed
Don’t care no one’s there – if it's time to cry
He walks the halls some call success 
Carry your weight when it’s your time
In heaven best not try lies - you can't hide

Ch2
His bankbook’s grown full – his time’s in a race
Can’t really feel love but knows it has its place
His heart’s on empty n’ where’s that he’s gettin’?
Greed must be temptin’ but The Gates don’t take gold 
So - it’s like goin’ to church……without a soul

Br
He can fold his hands in prayer 
Without sincerely bein' there
Confused - debonair

Ch3/Outro
His bankbook’s grown full – his time’s in a race
Can’t really feel love but knows it has its place
His heart’s on empty n’ where’s that he’s gettin’?
Greed must be temptin’ but The Gates don’t take gold 
So - it’s like goin’ to church……without a soul
Without a soul, no
There’s no hope
Without a soul
All alone
Without a soul",925089411,,2025,,"Sad, Reflective, Powerful, Mysterious, Moody, Minimal, Atmospheric","Temptation, Searching, Power, Fame, heartfelt, Betrayal, Conflict, Loneliness, Longing, Regret, Struggle",Slow,Piano,Male vocal,"Singer/songwriter, Alt Rock","One stop, Mainstream, Demo",,,"wav,mp3",2024-06-01 21:19:31.893840+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/329ada91-67ae-4cb5-bcf1-d5e647ebd261.mp3?response-content-disposition=attachment%3B%20filename%3D%22123174367.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=wSzByPIjmkKwWdmLW3sSgA6l6OM%3D&Expires=1767994983,0:04:13,Gregory D Putnam,50,ASCAP,G Putnam Music,Clayton Michael Gunn,50,ASCAP,G Putnam Music,,,,,,,,
123485285,WIHTOUT A SOUL - INSTRO,Slight Light,G Putnam Music,,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP 462448938,"Film, Alt Rock",ONE STOP - G Putnam Music owns Masters & Publishing Control,,,925089411,,2025,,"Sad, Reflective, Powerful, Mysterious, Moody, Minimal, Atmospheric","Temptation, Searching, Power, Fame, heartfelt, Betrayal, Conflict, Loneliness, Longing, Regret, Struggle",Slow,Piano,Male vocal,"Singer/songwriter, Alt Rock","One stop, Mainstream, Demo",,,"wav,mp3",2024-06-07 15:46:04.547558+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/672be0bc-2f46-4f5f-8cbc-a2bd6501b3a5.mp3?response-content-disposition=attachment%3B%20filename%3D%22123485285.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=juo9K9nfCc4%2FVe%2FryWb10%2BpnzTg%3D&Expires=1767994983,0:04:13,Gregory D Putnam,50,ASCAP,G Putnam Music,Clayton Michael Gunn,50,ASCAP,G Putnam Music,,,,,,,,
125624840,WORLD OF WORDS LILLI-MICHAEL,Caught Off Guard,Lilli O'Dowd & KLEIGH,76,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Zach Garrett (50%) ASCAP,Indie DUET,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00146,"You told me you could light my flame 
Spark these embers - give love a brand-new name 
So clearly, I still remember  
I heard your words but ev’rythin’ ends there   
I thought that I could finely see 
You held a candle – shined like mystery 
An answer in your eyes – a smile of light 
Once again, truth lies just when it felt so right  
We stumble through our words 
We juggle so unsure 
We crumble to the hurt… 
Fallout from the world 
The world of words  
See, I had so few clues 
Just got lost tryin’ to find you 
In an empty world with so little time 
It’s me-my-mine without any rhyme  
Those silent moments holdin’ you so tight 
There were no words, only warmth n’ sight 
We seem to forget that time is but a treasure 
Till we look back to find its measure 
We stumble through our words 
We juggle so unsure 
We crumble to the hurt… 
Fallout from the world
The world of words
We stumble through our words 
We juggle so unsure 
We crumble to the hurt… 
Fallout from the world
The world of words
Fallout from the world
The world of words",913331921,,2025,,"Sad, Reflective, Powerful, Positive, Moody, Minimal, Light, Dreamy, Dark, Atmospheric","Searching, Love, Breakup, Time","Slow, Fast, Downtempo","Strings, Piano, Percussion, Drums, Bass","Female vocal, Duet","Singer/songwriter, Rock, Pop, Indie, Folk","One stop, Mainstream, Easy-clear",,,m4a,2024-06-23 15:16:16.587207+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/8356fecd-74d2-49b7-b9fa-154fe94c893e.m4a?response-content-disposition=attachment%3B%20filename%3D%22125624840.m4a%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=ttLtbZCs7Fg5EfOuKLFvvV0Y%2Fkc%3D&Expires=1767994983,0:02:45,Gregory D Putnam,100,ASCAP,G Putnam Music,,,,,,,,,,,,
127692930,CRIED FOR THE 1ST TIME - STRIPPED,Heart for Heart,KLEIGH,71,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,"Alt Rock, SINGER-SONGWRITER",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00643,"I cried for the 1st time
Felt swept away - tumblin' down a mountain side
Sprawling ...callin....snowballin'
I won't find you n' I can't find me n'
Like I lost my dignity
I've cried for the 1st time 
I couldn't talk - my heart got caught
Lost in memories n' fears that climb
My mind each time I stop
To gather thoughts -- this pain denies (yeah)
I cried for the 1st time
I crumbled at the worst time
Stuck in a dead-end line - waitin' in a town called Why
Sprawlin'...bawlin'...recallin'
What it's done to me n' what this loss means n'
When does a heartache leave?
I've cried since the 1st time 
I couldn't talk - my heart got caught
Lost in memories n' fears that climb
My mind each time I stop
To gather thoughts -- this pain denies (yeah)
I've cried since the 1st time (it's)
Time to dry my eyes
Hold my head up high
You were the only one (now)
I  got to - have to - need to - move on
I'm cryin' like it's the 1st time n'
I couldn't talk - my heart got caught
Lost in memories n' fears that climb
My mind each time I stop
To gather thoughts - the pain denies
I cried for.....No....oh, no...
I've cried for the last time
I've cried for the last time 
I've cried for the last time.........
Someday...will make my way to okayI'll be okay",923988433,,2024,,Minimal,"Survival, Heartbreak, Change, heartfelt, Conflict, Fear, Loss, New beginning, Pain, Regret, Relationship, Struggle, overcome","Uptempo, Midtempo",Piano,Male vocal,"Singer/songwriter, Alt Rock","One stop, Mainstream, Easy-clear, Demo",,,mp3,2024-07-22 21:52:04.172371+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/5c0a1e87-f1fc-4359-a834-12a55286ae30.mp3?response-content-disposition=attachment%3B%20filename%3D%22127692930.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=n9vMxpOzrY7BA8Z7cx%2BYludzcgY%3D&Expires=1767994983,0:03:30,Gregory D Putnam,50,ASCAP,G Putnam Music,Clayton Michael Gunn,50,APRA,G Putnam Music,,,,,,,,
